Finding ID,Source Audit File,Module,Route,Screen,Persona,User Journey,Severity,Original Finding,Root Cause,Fix Decision,Code Files Changed,Test Evidence,Runtime Evidence,Screenshot Path,Status,Notes
CAT-0076,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,//    max_rows=1000 cap as volumes grow; truncation silently undercounts),Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Test Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0077,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<div style={{ marginBottom: 'var(--ds-space-200)' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0078,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ display: 'flex', alignItems: 'center', justifyContent: 'space-between', marginBottom: 'var(--ds-space-150)' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0079,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<h2 style={{ fontSize: 'var(--ds-font-size-500)', fontWeight: 600, color: 'var(--ds-text)', margin: 0 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0080,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<div style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0081,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"borderRadius: 6, padding: 'var(--ds-space-100) var(--ds-space-200)', marginBottom: 'var(--ds-space-100)',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0082,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"display: 'flex', alignItems: 'center', gap: 'var(--ds-space-150)', fontSize: 'var(--ds-font-size-300)',",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0083,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<span style={{ fontWeight: 500 }}>{selectedIds.size} case{selectedIds.size > 1 ? 's' : ''} selected</span>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0084,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<span style={{ marginLeft: 8, fontSize: 'var(--ds-font-size-100)', color: 'var(--ds-text-subtlest)' }}>{c.status}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0085,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<div style={{ marginLeft: 'auto' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0086,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ display: 'flex', gap: 'var(--ds-space-050)', flexWrap: 'wrap', marginBottom: 'var(--ds-space-150)' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0087,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ textAlign: 'center', padding: 48, color: 'var(--ds-text-subtlest)', fontSize: 'var(--ds-font-size-400)' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0088,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ textAlign: 'center', padding: 48, color: 'var(--ds-text-subtlest)', fontSize: 'var(--ds-font-size-400)' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0089,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div onClick={onClose} style={{ position: 'fixed', inset: 0, zIndex: 8000, background: 'var(--ds-blanket)' }} />",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0090,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<div style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0091,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<div style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0092,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"padding: 'var(--ds-space-200)', borderBottom: '1px solid var(--ds-border)',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0093,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ fontWeight: 600, fontSize: 'var(--ds-font-size-500)', color: 'var(--ds-text)' }}>{title}</div>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0094,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ fontSize: 'var(--ds-font-size-200)', color: 'var(--ds-text-subtlest)', marginTop: 0 }}>{subtitle}</div>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0095,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ flex: 1, overflowY: 'auto', padding: 'var(--ds-space-200)' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0096,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<p style={{ color: 'var(--ds-text-subtlest)', fontSize: 'var(--ds-font-size-400)', margin: 0 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0097,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<p style={{ color: 'var(--ds-text-subtlest)', fontSize: 'var(--ds-font-size-300)' }}>No defects logged.</p>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0098,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ marginBottom: 16, display: 'flex', flexDirection: 'column', gap: 8 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0099,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,<div key={d.id} style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0100,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"padding: '8px 12px', borderRadius: 6,",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0101,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ display: 'flex', justifyContent: 'space-between', marginBottom: 4 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0102,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<span style={{ fontSize: 'var(--ds-font-size-100)', fontFamily: 'var(--ds-font-family-code)', color: 'var(--ds-text-subtlest)' }}>{d.defect_key}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0103,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<span style={{ fontSize: 'var(--ds-font-size-100)', fontWeight: 600, color: SEVERITY_COLORS[d.severity] ?? 'inherit' }}>{d.severity}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0104,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ fontSize: 'var(--ds-font-size-300)', color: 'var(--ds-text)', fontWeight: 500 }}>{d.title}</div>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0105,catalyst_p0_p1_static_findings_1000.csv,Test Hub,,,,,P1,"<div style={{ fontSize: 'var(--ds-font-size-100)', color: 'var(--ds-text-subtlest)', marginTop: 0 }}>{d.status}</div>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
